precio,nombre,calificacion,ciudad,check_in,check_out
COP 450.000,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,2
9,2
Fantástico
95 comentarios",Mariquita,2026-01-08,2026-01-09
COP 443.660,Domus Glamping Guatapé,"Puntuación: 9,5
9,5
Excepcional
66 comentarios","EL PEÑOL, GUATAPÉ",2026-01-08,2026-01-09
COP 443.660,1714 Hotel Boutique Guatapé,"Puntuación: 8,9
8,9
Fabuloso
221 comentarios","EL PEÑOL, GUATAPÉ",2026-01-08,2026-01-09
COP 443.660,Hotel Spa Bliss Guatape,"Puntuación: 8,7
8,7
Fabuloso
92 comentarios",GUATAPÉ,2026-01-08,2026-01-09
COP 130.500,Hotel Mansion Sant Serrant Medellín- Aeropuerto Rionegro,"Puntuación: 8,6
8,6
Fabuloso
26 comentarios","MARINILLA, ANTIOQUIA",2026-01-08,2026-01-09
COP 443.660,Hobbit Hotel El peñol Guatapé,"Puntuación: 9,9
9,9
Excepcional
19 comentarios",GUATAPÉ,2026-01-08,2026-01-09
COP 443.660,Marina Navegar,"Puntuación: 8,8
8,8
Fabuloso
88 comentarios","El peñol, Guatapé",2026-01-08,2026-01-09
COP 403.200,Hobbit Hotel El peñol Guatapé,"Puntuación: 9,9
9,9
Excepcional
19 comentarios","EL PEÑOL, GUATAPÉ",2026-01-08,2026-01-09
COP 443.660,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 8,0
8,0
Muy bien
36 comentarios",GUATAPÉ,2026-01-08,2026-01-09
COP 443.660,Hotel Campestre Alto lindo en Guatapé,"Puntuación: 8,1
8,1
Muy bien
153 comentarios","EL PEÑOL, GUATAPÉ",2026-01-08,2026-01-09
COP 443.660,Hotel Mansion Sant Serrant Medellín- Aeropuerto Rionegro,"Puntuación: 8,6
8,6
Fabuloso
26 comentarios","EL PEÑOL, GUATAPÉ",2026-01-08,2026-01-09
COP 137.280,Habitación con parqueo a 15 min de Panajachel,"Puntuación: 1,0
1,0
Puntuación
1 comentario","EL PEÑOL, GUATAPÉ",2026-01-08,2026-01-09
COP 443.660,Finca El Peñol,"Puntuación: 7,6
7,6
Bien
19 comentarios","EL PEÑOL, GUATAPÉ",2026-01-08,2026-01-09
COP 443.660,Finca El Peñol,"Puntuación: 7,6
7,6
Bien
19 comentarios","EL PEÑOL, GUATAPÉ",2026-01-08,2026-01-09
COP 443.660,Hotel y Termales Castillo Del Lago Guatape,"Puntuación: 9,8
9,8
Excepcional
12 comentarios",EL PEÑOL,2026-01-08,2026-01-09
COP 226.800,Atma Villas,"Puntuación: 8,9
8,9
Fabuloso
130 comentarios",El peñol ,2026-01-08,2026-01-09
COP 75.660,Hotel Z3 Pereira,"Puntuación: 8,3
8,3
Muy bien
438 comentarios",Pereira,2026-01-08,2026-01-09
COP 443.660,Hotel Portobelo Guatape,"Puntuación: 8,8
8,8
Fabuloso
173 comentarios",Guatapé ,2026-01-08,2026-01-09
COP 679.260,La Herradura lodge,"Puntuación: 9,6
9,6
Excepcional
140 comentarios",Santa rosa de cabal,2026-01-08,2026-01-09
COP 186.920,Hotel El Alba,"Puntuación: 7,4
7,4
Bien
23 comentarios",Cali,2026-01-08,2026-01-09
COP 443.660,Casa García Rent Home,"Puntuación: 9,0
9,0
Fantástico
420 comentarios",GUATAPE,2026-01-08,2026-01-09
COP 90.000,Hotel Nuss,"Puntuación: 9,6
9,6
Excepcional
20 comentarios",San Roque,2026-01-08,2026-01-09
COP 371.020,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,2
9,2
Fantástico
95 comentarios",Mariquita,2026-01-09,2026-01-10
COP 945.380,Domus Glamping Guatapé,"Puntuación: 9,5
9,5
Excepcional
66 comentarios","EL PEÑOL, GUATAPÉ",2026-01-09,2026-01-10
COP 350.460,1714 Hotel Boutique Guatapé,"Puntuación: 8,9
8,9
Fabuloso
221 comentarios","EL PEÑOL, GUATAPÉ",2026-01-09,2026-01-10
