precio,nombre,calificacion,competidor,ciudad,check_in,check_out
COP 200.000,Hotel Portobelo Guatape,"Puntuación: 9,0
9,0
Fantástico
96 comentarios",Hotel Portobelo Guatape,GUATAPÉ,2025-01-20,2025-01-21
COP 86.000,Hotel Las Vegas,"Puntuación: 7,9
7,9
Bien
1.082 comentarios",Hotel Las Vegas,GUATAPÉ,2025-01-20,2025-01-21
COP 258.260,Hotel Guatatur,"Puntuación: 7,9
7,9
Bien
781 comentarios",Hotel Guatatur,GUATAPÉ,2025-01-20,2025-01-21
COP 83.340,Hotel Real Guatapé,"Puntuación: 8,4
8,4
Muy bien
512 comentarios",Hotel Real Guatapé.,GUATAPÉ,2025-01-20,2025-01-21
COP 728.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
76 comentarios","San Simon Glamping,El peñol,Guatape, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2025-01-20,2025-01-21
0,No se encontró,0,"Cabañas Navegar- El peñol, Guatape, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2025-01-20,2025-01-21
COP 360.000,"Magic View El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
781 comentarios","Magic View - El peñol, Guatape, El Peñol (precios actualizados 2024) (booking.com)",El peñol,2025-01-20,2025-01-21
COP 621.000,Sotavento Cabañas,"Puntuación: 9,2
9,2
Fantástico
179 comentarios","Refugio del Lago, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2025-01-20,2025-01-21
COP 280.000,EDYMA Cabaña con JACUZZI,"Puntuación: 10
10
Excepcional
2 comentarios","EDYMA 
Cabaña",Guatapé,2025-01-20,2025-01-21
0,No se encontró,0,"Suite Gold Rocks Glamping, El Peñol (precios actualizados 2024) (booking.com)",El peñol,2025-01-20,2025-01-21
0,No se encontró,0,"Eco Lodge Glamping, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2025-01-20,2025-01-21
COP 715.000,Glamping Montecarlo Domo Geodesico y Sauna Finlandés Guatapé,"Puntuación: 9,2
9,2
Fantástico
15 comentarios","Glamping Montecarlo Domo Geodesico y Sauna Finlandés Guatapé, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2025-01-20,2025-01-21
0,No se encontró,0,"Finca 3 - Dakeva, El Peñol (precios actualizados 2024) (booking.com)",El peñol,2025-01-20,2025-01-21
COP 355.740,Casa El Encuentro,"Puntuación: 9,6
9,6
Excepcional
5 comentarios",Casa Encuentro by Haus,El peñol,2025-01-20,2025-01-21
COP 646.100,El Espume de San Juan by JR,"Puntuación: 9,0
9,0
Fantástico
62 comentarios",El espume de San Juan By JR,"EL PEÑOL, GUATAPÉ",2025-01-20,2025-01-21
COP 292.500,Finca 3 - Dakeva,"Puntuación: 7,3
7,3
Bien
4 comentarios",Finca las 3 marias,El peñol ,2025-01-20,2025-01-21
COP 450.000,Finca El Peñol,"Puntuación: 8,1
8,1
Muy bien
16 comentarios",Finca Alejandria,El peñol,2025-01-20,2025-01-21
COP 2.254.000,Las Palmas Luxury Villa El Peñol - Guatapé,"Puntuación: 8,2
8,2
Muy bien
1.436 comentarios",Villa Aldebaran,El peñol,2025-01-20,2025-01-21
COP 1.237.500,Finca Villa Maru,"Puntuación: 7,2
7,2
Bien
4 comentarios",Finca villa maru,El peñol,2025-01-20,2025-01-21
COP 1.400.000,"Hermosa casa de campo el Peñol,Guatapé","Puntuación: 7,9
7,9
Bien
781 comentarios",Hermosa Casa de campo el peñol Gutape,Guatapé,2025-01-20,2025-01-21
COP 960.000,Finca-Hotel Montecarlo Guatape by Hope,"Puntuación: 10
10
Excepcional
5 comentarios","Finca-Hotel Montecarlo
Guatape by Hope",Guatapé,2025-01-20,2025-01-21
COP 952.880,Finca Villa Maru,"Puntuación: 7,2
7,2
Bien
4 comentarios",Finca villa sofia,El peñol,2025-01-20,2025-01-21
COP 2.790.000,Finca Marbella Guatape,"Puntuación: 7,9
7,9
Bien
781 comentarios",Finca Maica,Guatapé,2025-01-20,2025-01-21
COP 221.000,Cabaña el mirador azul,"Puntuación: 8,4
8,4
Muy bien
35 comentarios",Cabaña el mirador azul,Guatapé,2025-01-20,2025-01-21
COP 2.254.000,Las Palmas Luxury Villa El Peñol - Guatapé,"Puntuación: 7,9
7,9
Bien
781 comentarios",Villa Aldebaran,El peñol,2025-01-20,2025-01-21
COP 280.000,EDYMA Cabaña con JACUZZI,"Puntuación: 10
10
Excepcional
2 comentarios","EDYMA 
Cabaña",Guatapé,2025-01-20,2025-01-21
COP 513.000,Finca 1 - Dakeva,"Puntuación: 8,2
8,2
Muy bien
25 comentarios",Finca 1- Dakeva,Guatapé,2025-01-20,2025-01-21
COP 450.000,Finca El Peñol,"Puntuación: 8,1
8,1
Muy bien
16 comentarios",Finca Carmela,El peñol,2025-01-20,2025-01-21
COP 2.254.000,Las Palmas Luxury Villa El Peñol - Guatapé,"Puntuación: 7,9
7,9
Bien
781 comentarios",Villa Lisboa,El peñol,2025-01-20,2025-01-21
COP 270.000,Cabaña La Capilla El Peñol,"Puntuación: 10
10
Excepcional
3 comentarios","Cabaña 
La Heliconia",El peñol,2025-01-20,2025-01-21
COP 129.140,Magma Home Cabaña Loft - Guatape Piscina-Jacuzzi,"Puntuación: 1,0
1,0
Puntuación
1 comentario",Espectacular Cabaña Loft en Guatape - Jacuzzi,El peñol,2025-01-20,2025-01-21
COP 2.254.000,Las Palmas Luxury Villa El Peñol - Guatapé,"Puntuación: 7,9
7,9
Bien
781 comentarios",Villa Aldebaran,El peñol,2025-01-20,2025-01-21
COP 513.000,Finca 1 - Dakeva,"Puntuación: 8,2
8,2
Muy bien
25 comentarios",Finca 1- Dakeva,Guatapé,2025-01-20,2025-01-21
COP 280.000,EDYMA Cabaña con JACUZZI,"Puntuación: 10
10
Excepcional
2 comentarios","EDYMA 
Cabaña con jacuzzi",Guatapé,2025-01-20,2025-01-21
COP 450.000,Finca El Peñol,"Puntuación: 8,1
8,1
Muy bien
16 comentarios",Finca Carmela,El peñol,2025-01-20,2025-01-21
COP 280.000,Loge Cabaña peñol-Guatape,"Puntuación: 9,0
9,0
Fantástico
44 comentarios",Loge Cabaña peñol-Guatape,El peñol,2025-01-20,2025-01-21
COP 361.720,Vivanti Resort,"Puntuación: 9,0
9,0
Fantástico
106 comentarios",Vivanti Resort,GUATAPÉ,2025-01-20,2025-01-21
COP 322.000,1714 Hotel Boutique Guatapé,"Puntuación: 9,2
9,2
Fantástico
168 comentarios",1714 Hotel Boutique Guatapé,Guatapé,2025-01-20,2025-01-21
COP 590.000,Hotel La Magdalena Adult Only,"Puntuación: 9,1
9,1
Fantástico
210 comentarios",Hotel La Magdalena Adult Only,EL PEÑOL,2025-01-20,2025-01-21
COP 300.000,Rooca Guatape,"Puntuación: 8,9
8,9
Fabuloso
36 comentarios",Rooca Guatape,Guatape,2025-01-20,2025-01-21
COP 320.000,Hotel Santorini,"Puntuación: 8,6
8,6
Fabuloso
776 comentarios",Hotel Santorini,Guatapé,2025-01-20,2025-01-21
COP 290.000,Hotel Mansión Guatapé,"Puntuación: 7,9
7,9
Bien
703 comentarios",Hotel Mansión Guatapé,Guatape,2025-01-20,2025-01-21
COP 255.200,"Marina Navegar- El peñol, Guatape","Puntuación: 8,1
8,1
Muy bien
22 comentarios","Marina Navegar- El peñol, Guatape",Guatapé,2025-01-20,2025-01-21
COP 462.000,Jordan Hotel Boutique,"Puntuación: 9,5
9,5
Excepcional
385 comentarios",Jordan Hotel Boutique,GUATAPÉ,2025-01-20,2025-01-21
COP 728.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
76 comentarios","San Simon Glamping,El peñol,Guatape, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2025-01-20,2025-01-21
COP 360.000,"Magic View El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
781 comentarios","Magic View El peñol, Guatapé",El peñol,2025-01-20,2025-01-21
COP 400.000,The Boato Hotel,"Puntuación: 9,0
9,0
Fantástico
1.106 comentarios",The Boato Hotel,El peñol,2025-01-20,2025-01-21
COP 133.000,Ayenda 1136 MH,"Puntuación: 7,6
7,6
Bien
358 comentarios",,"Pereira, Risaralda",2025-01-20,2025-01-21
COP 133.000,Ayenda 1136 MH,"Puntuación: 7,6
7,6
Bien
358 comentarios",,"Pereira, Risaralda",2025-01-20,2025-01-21
COP 133.000,Ayenda 1136 MH,"Puntuación: 7,6
7,6
Bien
358 comentarios",,"Pereira, Risaralda",2025-01-20,2025-01-21
COP 133.000,Ayenda 1136 MH,"Puntuación: 7,6
7,6
Bien
358 comentarios",,"Pereira, Risaralda",2025-01-20,2025-01-21
